mukim,state_id,district,state,postcode1,postcode2,postcode3,postcode
KUALA BARAM,13,MIRI,SARAWAK,"98050, 98000","98050, 98000","98050, 98000","98050, 98000"
LAMBIR,13,MIRI,SARAWAK,98000,98000,98000,98000
BANDAR KUALA NYABOR,13,MIRI,SARAWAK,98000,98000,98000,98000
BAREO,13,MIRI,SARAWAK,98000,98000,98000,98000
APOH,13,MIRI,SARAWAK,98000,98000,98000,98000
LIO MATOH,13,MIRI,SARAWAK,98000,98000,98000,98000
SILAT,13,MIRI,SARAWAK,98000,98000,98000,98000
TUTOH,13,MIRI,SARAWAK,98000,98000,98000,98000
PATAH,13,MIRI,SARAWAK,98000,98000,98000,98000
LEPU LEJU,13,MIRI,SARAWAK,98000,98000,98000,98000
DANAU,13,LIMBANG,SARAWAK,98700,98700,98700,98700
PANARUAN,13,LIMBANG,SARAWAK,98700,98700,98700,98700
TRUSAN,13,LIMBANG,SARAWAK,98700,"98850, 98700",98700,98700
LAWAS,13,LIMBANG,SARAWAK,"98850, 98700","98850, 98700","98850, 98700","98850, 98700"
MERAPOK,13,LIMBANG,SARAWAK,98700,98700,98700,98700
LIMBANG,13,LIMBANG,SARAWAK,98700,98700,98700,98700
DANAU,13,LIMBANG,SARAWAK,98700,98700,98700,98700
NANGA MEDAMIT,13,LIMBANG,SARAWAK,"98750, 98700","98750, 98700","98750, 98700","98750, 98700"
TRUSAN,13,LIMBANG,SARAWAK,98700,"98850, 98700",98700,98700
LAWAS,13,LIMBANG,SARAWAK,"98850, 98700","98850, 98700","98850, 98700","98850, 98700"
MERAPOK,13,LIMBANG,SARAWAK,98700,98700,98700,98700
UKONG,13,LIMBANG,SARAWAK,98700,98700,98700,98700
BANDAR SUNDAR,13,LIMBANG,SARAWAK,"98800, 98700","98800, 98700","98800, 98700","98800, 98700"
SUNGAI ADANG,13,LIMBANG,SARAWAK,98700,98700,98700,98700
LONG NAPIR,13,LIMBANG,SARAWAK,98700,98700,98700,98700
SUNGAI ADDANG,13,LIMBANG,SARAWAK,98700,98700,98700,98700
TENGOA-SUKANG,13,LIMBANG,SARAWAK,98700,98700,98700,98700
LONG NERAPAP,13,LIMBANG,SARAWAK,98700,98700,98700,98700
LONG SEMADO,13,LIMBANG,SARAWAK,98700,98700,98700,98700
BAKALALAN,13,LIMBANG,SARAWAK,98700,98700,98700,98700
BATU LAWI,13,LIMBANG,SARAWAK,98700,98700,98700,98700
SERENDANG,13,SARIKEI,SARAWAK,96100,96100,96100,96100
MARADONG,13,SARIKEI,SARAWAK,96100,96100,"96100, 27400",96100
TULAI,13,SARIKEI,SARAWAK,96100,"96100, 96500",96100,96100
SARIKEI,13,SARIKEI,SARAWAK,96100,96100,96100,96100
BUAN,13,SARIKEI,SARAWAK,96100,96100,96100,96100
SARE,13,SARIKEI,SARAWAK,96100,96100,96100,96100
PEDANUM,13,SARIKEI,SARAWAK,96100,96100,96100,96100
MELURUN,13,SARIKEI,SARAWAK,96100,96100,96100,96100
JIKANG,13,SARIKEI,SARAWAK,96100,96100,96100,96100
BANDAR BINATANG,13,SARIKEI,SARAWAK,96100,96100,96100,96100
JULAU,13,SARIKEI,SARAWAK,"96100, 96600","96100, 96600","96100, 96600","96100, 96600"
BANDAR PAKAN,13,SARIKEI,SARAWAK,96100,96100,"96100, 23100",96100
BANDAR SELALANG,13,SARIKEI,SARAWAK,96100,96100,96100,96100
GUNUNG AYER,13,SARIKEI,SARAWAK,96100,96100,96100,96100
BINATANG,13,SARIKEI,SARAWAK,96100,96100,96100,96100
KATIBAS,13,KAPIT,SARAWAK,96800,"96850, 96800",96800,96800
IBAU,13,KAPIT,SARAWAK,"94000, 96800","94000, 96800","94000, 96800","94000, 96800"
MENUAN,13,KAPIT,SARAWAK,96800,96800,96800,96800
SUAU,13,KAPIT,SARAWAK,96800,96800,96800,96800
OYAN,13,KAPIT,SARAWAK,96800,"96800, 96410","06900, 96800",96800
BANING,13,KAPIT,SARAWAK,96800,96800,96800,96800
MAJAU,13,KAPIT,SARAWAK,96800,96800,96800,96800
MENRAL,13,KAPIT,SARAWAK,96800,96800,96800,96800
METAH,13,KAPIT,SARAWAK,96800,96800,96800,96800
RIRONG,13,KAPIT,SARAWAK,96800,96800,96800,96800
MAMU,13,KAPIT,SARAWAK,96800,96800,96800,96800
ANGKUAH,13,KAPIT,SARAWAK,96800,96800,96800,96800
PELAGUS,13,KAPIT,SARAWAK,96800,96800,96800,96800
BANDAR KAPIT,13,KAPIT,SARAWAK,96800,96800,96800,96800
BANDAR SONG,13,KAPIT,SARAWAK,"96850, 96800","96850, 96800","96850, 96800","96850, 96800"
BANGKIT,13,KAPIT,SARAWAK,96800,96800,96800,96800
BATU LAGA,13,KAPIT,SARAWAK,96800,96800,96800,96800
PELANDUK,13,KAPIT,SARAWAK,96800,96800,96800,96800
ENTEMU,13,KAPIT,SARAWAK,96800,96800,96800,96800
MENGIONG,13,KAPIT,SARAWAK,96800,96800,96800,96800
SERANI,13,KAPIT,SARAWAK,96800,96800,96800,96800
BALUI,13,KAPIT,SARAWAK,96800,96800,96800,96800
KUMBONG,13,KAPIT,SARAWAK,96800,96800,96800,96800
MURUM,13,KAPIT,SARAWAK,96800,96800,96800,96800
PUNAN,13,KAPIT,SARAWAK,96800,96800,96800,96800
DANUM,13,KAPIT,SARAWAK,96800,96800,96800,96800
LESONG,13,SAMARAHAN,SARAWAK,96850,96850,96850,96850
MENUKU,13,SAMARAHAN,SARAWAK,,,,94300
KAYAN,13,SAMARAHAN,SARAWAK,,,06900,06900
SAMARAHAN,13,SAMARAHAN,SARAWAK,,,,94300
MUARA TUANG,13,SAMARAHAN,SARAWAK,,,84000,84000
BUKAR-SADONG,13,SAMARAHAN,SARAWAK,,,27400,27400
SUNGAI KEDUP,13,SAMARAHAN,SARAWAK,,94700,,94700
MELIKIN LAND,13,SAMARAHAN,SARAWAK,,,,94700
SEDILU-GEDONG,13,SAMARAHAN,SARAWAK,,,27400,27400
SADONG,13,SAMARAHAN,SARAWAK,,,27400,27400
SEBANGAN-KEPAYAN,13,SAMARAHAN,SARAWAK,,94800,06900,94800
PUNDA-SABAL,13,SAMARAHAN,SARAWAK,,,,94700
BANDAR SEBUYAU,13,SAMARAHAN,SARAWAK,94850,94850,94850,94850
BANDAR SUNGAI MERAH,13,SAMARAHAN,SARAWAK,,,,94700
BANDAR SUNAGAI MERANG,13,SAMARAHAN,SARAWAK,,,,94700
BANDAR SUNGAI PALAH,13,SAMARAHAN,SARAWAK,,,,94700
"BATU 29, JALAN SIMANGGANG",13,SAMARAHAN,SARAWAK,,95000,,95000
"BATU 32, JALAN SIMANGGANG",13,SAMARAHAN,SARAWAK,,95000,,95000
"BATU 34+, JALAN SIMANGGANG",13,SAMARAHAN,SARAWAK,,95000,,95000
BANDAR SERIAN,13,SAMARAHAN,SARAWAK,94700,94700,94700,94700
BANDAR TEBAKANG,13,SAMARAHAN,SARAWAK,,94750,,94750
BANDAR MUARA MONGKOS,13,SAMARAHAN,SARAWAK,,94750,84000,94750
BANDAR TEDEBU,13,SAMARAHAN,SARAWAK,,,,94760
BANDAR BALAI RINGIN,13,SAMARAHAN,SARAWAK,,,,94700
BANDAR TAMBIRAT,13,SAMARAHAN,SARAWAK,,,,94600
BANDAR MUARA TUANG,13,SAMARAHAN,SARAWAK,,,84000,84000
BANDAR SIMUJAN,13,SAMARAHAN,SARAWAK,,,,94700
BANDAR GEDONG,13,SAMARAHAN,SARAWAK,,,27400,27400
BANDAR SEBANGAN,13,SAMARAHAN,SARAWAK,,94800,,94800
BANDAR TEBELU,13,SAMARAHAN,SARAWAK,,,,94850
BANDAR TERBAT,13,SAMARAHAN,SARAWAK,,,,94700
BINTULU,13,BINTULU,SARAWAK,97000,97000,97000,97000
KEMENA,13,BINTULU,SARAWAK,97000,97000,97000,97000
SEBAUH,13,BINTULU,SARAWAK,"94000, 97000, 97100","94000, 97000, 97100","94000, 97000, 97100","94000, 97000, 97100"
BANDAR LANANG,13,BINTULU,SARAWAK,97000,97000,97000,97000
BANDAR PANDAN,13,BINTULU,SARAWAK,97000,"97100, 97000",97000,97000
BANDAR TUBAU,13,BINTULU,SARAWAK,"94000, 97000","94000, 97000, 97100","94000, 97000","94000, 97000"
SELEZU,13,BINTULU,SARAWAK,97000,97000,97000,97000
BATU KAPAL,13,BINTULU,SARAWAK,97000,97000,97000,97000
RASAN,13,BINTULU,SARAWAK,97000,97000,"97000, 44200",97000
PANDAN,13,BINTULU,SARAWAK,97000,"97100, 97000",97000,97000
BANDAR KUALA TATAU,13,BINTULU,SARAWAK,"97000, 97200","97000, 97200","97000, 97200","97000, 97200"
BANDAR TATAU,13,BINTULU,SARAWAK,"97000, 97200","97000, 97200","97000, 97200","97000, 97200"
BUAN LAN,13,BINTULU,SARAWAK,97000,97000,97000,97000
SANGAN,13,BINTULU,SARAWAK,97000,97000,97000,97000
ANAP,13,BINTULU,SARAWAK,97000,97000,97000,97000
KAKUS,13,BINTULU,SARAWAK,97000,"97000, 97200",97000,97000
JELALONG,13,BINTULU,SARAWAK,97000,97000,97000,97000
BINIA,13,BINTULU,SARAWAK,97000,97000,97000,97000
BANDAR MALUDAM,13,BETONG,SARAWAK,95700,"95700, 94950",95700,95700
